transaction_id,land_id,old_owner,new_owner,land_price,document_hash,timestamp,is_fraud,fraud_type
42537e59-de0e-402e-b270-b3de9d2af49a,2429,User_269,User_363,534825,f1238d11b4c6c37897fc5139210ca6f5a7ccd8d1eb061fa904b593aea4ae1ac8,2026-12-28T21:04:33.828412,0,normal
d0c14a03-9bf7-4c54-b9bb-dfd3cfd4a390,2872,User_434,User_378,276780,b891c2cf1ce351b4f29a15d8705ad8ef1d62b0a201fe898359f879e9e904976b,2026-12-03T11:06:42.828412,1,abnormal_price
2a049e74-bcea-4e07-8271-04b263b9a6d6,1935,User_87,User_491,4819729,7736d1c896dbf46124b21570ffcd2b4ca78a6ab86eb811ae28da346f831a8451,2026-09-24T04:59:41.828412,1,rapid_transfer
3f439c2f-341a-4e71-939e-7ca0004a79b7,2399,User_198,User_10,3456426,95023bcb8cc90b5045072e3873103b3c2504646e7f1c44b325e4d18ffc9c70b8,2026-09-11T04:50:38.828412,0,normal
febf6c0e-22f8-456c-9588-046da4072bf1,2671,User_500,User_48,2813335,890ef75dd2b90b8a3d526a9b5a394ab4d9e4985e34d78573f36f160bfdfbce2b,2026-12-26T09:08:19.828412,0,normal
163f5b25-03f5-45e9-ac88-5ec610c6e47d,2614,User_12,User_449,2277717,a5064cafb6cfdc2c3718f74a89edf2f7f6c520c8813925311ee1854a49aff62e,2026-09-26T12:05:43.828412,0,normal
eb811eb2-10ce-4e67-98cf-46cfd4923bff,2212,User_321,User_210,1675232,cdcc93531d9e4990e9efec4be00863f0eade588f7b3499531dda01244a383bf9,2026-12-21T00:30:04.828412,0,normal
a24b4b7f-30d9-4008-b2ad-592250b5bf04,1300,User_113,User_371,3113737,d4bba4f7bb8f6ca7c0d9f6a65e1084665c8631a4a191de680c3bc06acacc6c21,2027-02-19T14:52:25.828412,0,normal
d96c63e1-997a-45a2-98aa-83ae021b1dc9,1559,User_466,User_57,586032,aa319f945f4eae96ef7ccd8849e157900b94d422c55c864432bf262da749f886,2027-03-05T08:01:20.828412,0,normal
0f02ec43-be7d-4af5-916e-a493751ffdac,2355,User_434,User_473,3486293,78a04e5f10e24fae920872cd39a27336b8c734b4e4b2461474ff60bd31258fa8,2026-12-30T01:32:15.828412,1,duplicate_land
254fec6a-0dde-4c8a-a07c-bcbcaade0e23,2222,User_92,User_497,4752966,d3083bf31bbd58b05c1204f0b31742e9ebb140d760b0e18684d415be1402761f,2027-06-04T04:28:55.828412,1,duplicate_document
dce941a1-cafc-4682-9718-9aa73efc5942,1256,User_67,User_125,2982332,eb4734ed197c8f1ff893dbfa8757af460b4f12946dda1a1622c1b70af33aa0ac,2027-05-05T11:51:05.828412,0,normal
a2e64f73-1e77-416c-bd8a-f0aff2d8373d,1648,User_439,User_494,2442418,552b9c48cd8d46bf8f3751563c15b5e9fb531716a5173431749ec3b9ed41adb3,2027-05-07T12:05:11.828412,1,duplicate_land
b1269b6a-5105-4908-846e-3d4a42822a9c,2758,User_191,User_138,18194771,4e2527623c0dab5fbd495cf7b01d33aeacf924547ce3a3649aac61baaaac7266,2026-10-20T10:30:46.828412,1,abnormal_price
541a3a0c-84f5-4559-ac63-ed7bfc9f7dec,2120,User_168,User_449,2277363,b9642e11cbb49dfbe411fc46ec23b7552716d6a8e42c4dbf330ae84367babf2b,2027-06-08T01:04:31.828412,0,normal
9e4c7382-eeba-4daa-8ba5-0914c1de4805,2216,User_71,User_120,4628882,04b0c218430087a1b5f1c8263b451e98df39f905d1e1c7ceb3e63f00db64d317,2027-07-10T14:46:31.828412,1,duplicate_document
cac9da08-11ff-4678-80c8-77c875ae3e2b,1336,User_318,User_309,4617816,db85fbaa2ec765170fd7d3f59ad736e8bfeecf5c03d9648bc39714f09fd3cd9c,2027-07-27T16:19:33.828412,0,normal
91c143ac-e403-4cc4-a39b-0731afe89c10,1958,User_388,User_381,2957193,1650654aa968d235b1c5722ce631d2e815007419bcceb319f457ce92b6303842,2027-03-17T05:07:10.828412,1,duplicate_document
90f70d6f-c3d3-497d-a5bd-88e00aa681b1,2284,User_491,User_320,4494012,9ecbec045e29df76806d0633e3f6015d6f8dc9af7ac9d4f6a388d0eb09f86cf9,2027-07-30T11:47:36.828412,0,normal
d175fe29-e389-4c66-8922-6dd6c50c399d,1383,User_449,User_170,3671304,74186d073f36fb51e1a98c6f0ee6a38966a5cfab3e01a07788cf70cf789bb6ae,2027-03-28T14:01:05.828412,0,normal
91c4f669-5968-4166-b0e5-469fffb8581c,1571,User_185,User_403,5220595,628e62bedabb77b2565901f9cba56e8f35581dff43bad7749e583df5710bea92,2027-05-13T05:14:59.828412,0,normal
de902fc8-b982-4b70-8c67-7dcaa2f05e24,1056,User_399,User_201,380652,4b436026ece06aed3a117d466bef179e707893438c0cb093140ad8e7d686626a,2027-04-20T03:52:32.828412,0,normal
c011c5f0-a5de-46fb-bf5e-96eb37f264dc,2394,User_462,User_188,3591786,030cb1bd98d4fa1acb1f8e40982e363f76beb8574c7611ab621e259bafadc996,2027-02-07T05:11:15.828412,0,normal
5d81c8be-ef27-4a2c-b8ab-ebe12499f59d,1967,User_21,User_120,3990217,9782ece7db24b24db5546d19738c2ca602a289be5df2adda37b8edbb2ec1d8de,2026-09-01T03:37:03.828412,0,normal
7f406d5c-8b96-463b-ad4f-041a5e14d8ac,2263,User_62,User_172,2697602,6e266ce17801814b79cf5972b6c5ed34066f191c01fff3f7d1c9d5e6a5be3043,2026-11-23T11:52:04.828412,0,normal
927fdc14-5be2-488b-b525-bfe12c6aaf0d,2355,User_85,User_94,780011,f7ba62e6f89f49abfdb63902e019ae5800516c4a1658e13a55ca2f1b8d15f1ea,2026-12-02T05:09:37.828412,0,normal
0106833b-5c89-4390-87b5-4d3f28beb8ed,2687,User_410,User_32,4022727,03e660de34378800788bfd3afe66b1e22b51aa459c8681871660d03e7d8c250c,2026-11-01T05:37:21.828412,0,normal
07206eca-b919-41aa-b231-701f13a8d83f,2242,User_226,User_353,2563063,5524a7023a62fda123bac285a0d75c4200d3742c2d73af6dfdbe93dcb95565d7,2026-09-17T06:10:25.828412,0,normal
78bf6f30-46e2-4ca6-b21b-ba5186bb37ab,2504,User_289,User_124,3314418,ee1dc831fdda6cc107788fd398861db76b00cb0f9937b3131523ae4b4e234d39,2027-07-22T08:07:59.828412,0,normal
646d803a-8bab-4820-a677-b4da57bf7425,1120,User_266,User_287,1897663,aec9ffbbc0de9c676acba396bc4267a0e20ef810b12aa5b9afe0b93b0f6b93e3,2027-07-05T19:37:06.828412,0,normal
0cb33367-2c7d-45b0-aa2b-2d5ea281edde,2728,User_172,User_135,3300699,40eb8290d9291e92836ef1e8e2d9a2fa3095adc14ee88f7dd6fbb602edb21f7f,2027-01-10T07:36:47.828412,0,normal
33b1bb7f-67fb-4184-b7a8-e72d1bade993,1073,User_39,User_45,912918,f1fc52c8f5b0272ad5ebef5182a89f2ab1c8ee229d2f0036dae6cb876732f4b6,2026-08-24T00:05:53.828412,0,normal
52f84833-e877-4a0e-94dd-7caa58a768b9,2908,User_395,User_264,5089121,15baf5630e83f61316c030241925899d7b1ba77901398a6a66a9364b9c985e11,2026-10-04T12:09:01.828412,0,normal
46a1ad09-30a2-4e1c-b735-56284b7a6ffd,1999,User_499,User_81,3697571,9a6d865948e515d6de5bf9212ab83c1302bd81ec4b90ada0b83e9e745c262619,2026-08-30T06:55:50.828412,0,normal
a6382f0b-215c-48b6-a595-92ab6d29ec24,2874,User_381,User_59,3466361,629af7e57b47605201d9783f5d620108d45791db02c79d7c9868b4d7b2131c52,2027-07-17T06:09:56.828412,0,normal
6dc4490c-c70a-4af9-a083-1135cc72b6d2,2497,User_259,User_240,3477671,feb6be5da05d6c3b667eeecf493069ef7713277668aab67c3eba60fd8a3c185e,2027-01-03T11:54:09.828412,1,duplicate_land
b2eeb9a6-baf7-4da6-be79-ee41cbb3cf3e,1547,User_181,User_157,1315164,13f7a9d7c85d83910a67aa6b7f2a63427de9abb9f186be6e22da186b9352b6f3,2026-12-25T03:54:51.828412,0,normal
001c016b-a6d8-42ad-86f0-6763b5f9497e,1653,User_421,User_363,4977030,5f88dd5ecb7e09c3f7a23a90fd52febcc49d653ce469c53af1cb8c1ab347a498,2027-03-02T20:40:14.828412,0,normal
0eb70b5a-c89b-4c61-a55a-3dceb07f757e,1843,User_230,User_282,2097350,e38057ebc47400cb47cff0cf0e851ab8effbbc458fd6233f0092d265b25b0842,2026-11-12T06:37:39.828412,1,duplicate_land
538abc44-ce3e-4219-95a6-fe3ced0af50b,2872,User_434,User_58,2281735,b891c2cf1ce351b4f29a15d8705ad8ef1d62b0a201fe898359f879e9e904976b,2026-11-28T12:59:23.828412,0,normal
d9d7859a-fe7a-466d-85eb-26fe68a18527,2635,User_488,User_255,1039646,96c15818501fd5e5d2c198324372906d9b9f32576488d284db407cd996c030a2,2027-05-08T09:43:08.828412,0,normal
7255007d-f2f6-4f3e-881e-6e6afc396d36,2973,User_115,User_452,807499,c04a464c25d552788ba6666b06cc868b0b2afc9ae3fc513804ca45678efd7523,2027-07-15T02:05:37.828412,0,normal
b01368a1-5f9f-4d34-99b3-550a72a7f8a8,2482,User_310,User_348,6313010,e35edf509b3715c12ee7487e8b87d133aad543a3a6bc76d080180dc7aa0814b2,2026-10-25T00:28:46.828412,1,abnormal_price
7568570e-c55f-4629-a8b0-01ae511e2146,2726,User_294,User_306,1369082,5904a2c8a297720a4b58676e2b4ba2e7eceb71df2bc3836728d4fb346f7f7dfa,2026-12-02T16:00:20.828412,1,duplicate_document
98d7715c-5ee3-449c-9e37-d4a506a25213,1226,User_355,User_19,2350314,0ab1b379026f0fe44e0eaa1b07dd1459c9baee922f17db754d3480230d6110ea,2027-03-24T13:49:50.828412,0,normal
199e3e26-2b87-4b93-9e30-8b4ec6430bcd,2249,User_111,User_341,1814227,bebc745be8e18f29f64135f190e0e47445593b737fd7f112108fa7be197582b5,2026-11-12T10:59:42.828412,0,normal
80ea146f-961b-476e-982f-c29f368f5d1b,2128,User_148,User_435,2189361,5e1525cda2ff583469b3f3708fc06a12b74f3b40e771ad67a096abdae59d04cc,2027-07-09T22:21:35.828412,0,normal
1d64568d-151b-487f-b3a4-012cdf6e06a7,2898,User_346,User_339,2124752,3f50399c66c9f84b3a0167570e05d68333c69266637c19d8a8d43ed0de528a97,2027-04-16T04:04:10.828412,1,duplicate_document
0a382a68-9fb7-4886-a9d1-0ce91500c95c,1696,User_344,User_125,2143648,7cfb6fb1623884eb7f960a88dd6c3066343a16a651dbde4d7869c05c3eb31150,2027-01-15T10:55:48.828412,0,normal
770cef3c-425f-4348-b7a1-ff6bd7226a72,1279,User_183,User_398,3547315,f95181ab0ded8d02e5e4c75861f06c0cb6e011572960c704956018980b29776d,2027-03-26T04:11:31.828412,0,normal
bb3cb9cb-9b42-4bcd-b5f0-5d4d68411df5,1775,User_116,User_96,1454191,00ef82f45b63cec672c19c9bb973a8e28e1e2f98f33a172be011821f1aaada16,2027-02-11T09:03:35.828412,1,duplicate_land
68d6759f-2ff3-447d-9d61-01e2117f8a09,2662,User_81,User_70,5816560,868387b905d82bee88325e378b358b3344c57e6a4c7067cc91a6aff49eb9df6c,2027-06-01T11:51:24.828412,0,normal
1b722b78-6d87-4489-9c76-d2820f680150,2246,User_54,User_467,2364315,9dcd8bc22b999903859070ebbe751f49a67590608670c7baa1dbeed3e422da4e,2027-07-16T11:25:44.828412,0,normal
b33a9cea-a951-4146-a9e4-f30561590be0,1385,User_104,User_279,1958797,a87ae08a86ca6b9b0f9c1d6099fe2c334fb3d967aaba4b119ed6f8cb035bcb2f,2027-07-05T03:15:18.828412,0,normal
f11892bb-943b-440a-96b5-7b60df52d8ae,2615,User_239,User_124,1457600,5f546443ccdf6df48d7dd7e2b1e75487efc6dc731279fae3660f184b29f80b4a,2027-02-12T03:44:02.828412,0,normal
cec74590-e2d0-495a-b7f8-2bf94596a538,1723,User_209,User_19,1048733,d1f83375f31c60ca84cf079118d772f7ef931ed95c23f93b39c624c73444cfa8,2026-11-10T14:23:45.828412,0,normal
edcfd101-9fec-4b6a-a784-d42db38d2110,2843,User_228,User_355,387561,f8a6fc2d5198aa432a68eebe4dfe5203b577d5533be80e903eb1c4718cf4f330,2027-01-08T17:42:48.828412,1,duplicate_document
03797633-6c76-4969-b4ef-ca14a2169e75,1236,User_309,User_410,1203085,53e9b25a36090cb7232c27b10745e616f53f3a687b7c5ce27d81ff53fbf64bbc,2026-10-21T20:13:21.828412,1,duplicate_land
33cc1f14-5364-4083-9b13-e26c40f68f23,2327,User_42,User_376,2597657,24f032df009e8d9b7688206cb863db0c66d760043754cef3324399252cc93f25,2027-06-02T13:45:44.828412,0,normal
72370fbf-b521-4a30-a765-e014ee5a890d,2734,User_470,User_482,1883087,ed4872496cd07c1498308cab63e8a4693754f3854a36fc2d4abccf58418f62ae,2027-02-04T22:55:47.828412,0,normal
450fb336-7e98-4a4b-99f1-e2d9d9916cd9,2887,User_399,User_445,1167027,855b6d476bdd0201f000c375d48ca4df2aa7338c2813ccddff3f44018f7b2889,2027-06-29T16:28:59.828412,0,normal
bf749ae7-19c7-42ad-97e2-49ee7978f47a,1833,User_277,User_253,650887,283938bfec488ca1086134be864b6bf468acce8f6c19a209ad82dc697bf48d36,2027-05-21T21:02:29.828412,0,normal
87847cd1-9578-402c-82a6-a8c7aeab116c,2325,User_291,User_254,2033934,216207e7336dda13956f173b4f7a9db346f02429ed52bcc5c09bcdc930b82257,2026-10-06T10:14:43.828412,0,normal
9dd31735-fc36-4c8d-b432-6f99fc87d6bb,1694,User_11,User_197,4420720,4821431b38a3da050af532d632c6733fc7eb33fa8304030c3fa634a23c72c531,2027-04-25T03:22:30.828412,1,duplicate_land
45207695-0fbd-4590-b027-6b2c7da0ea94,2302,User_159,User_4,2439073,591657fdcf1b66ea0d7e4e007c6f166b7dbfad69e34c031fdfbf7263264b8ab6,2026-11-05T21:44:56.828412,0,normal
32bf11de-5b7d-4efa-983c-f3271161ea4f,1015,User_8,User_187,1003478,030cb1bd98d4fa1acb1f8e40982e363f76beb8574c7611ab621e259bafadc996,2026-12-26T11:15:39.828412,1,duplicate_document
d0092361-58bf-42eb-80e2-f83ee8acbe12,2961,User_403,User_81,3843616,b9b2c86f536792e1229768b3cf8f0d19f97530bbea3789507910179cb361dbfe,2026-12-09T11:44:53.828412,0,normal
883dff20-88fc-41a3-ac9d-0df87b3331d7,1049,User_330,User_68,421390,d50002f0e9ee8adc36c970c840d9805cf485e5e17438d3415ba327c365e164b8,2026-09-01T19:37:00.828412,0,normal
00e1315f-8cb3-416f-9176-3b487aee23e9,1235,User_179,User_387,5616747,4697f62cb1851107788c6f80e7ebf7179f22b1768f9687ae3d001ffda1d6de09,2027-04-03T02:04:18.828412,0,normal
8137c442-96c3-4d0c-93ed-e885b18ffc0e,1305,User_144,User_328,3557052,3e6ae6a54025d25031c7f4cc73edddd440dbaaa4c5b221b799fecd8b5258ef21,2027-06-11T19:06:24.828412,0,normal
eca2409a-9ef2-4456-960b-9b0360ba3287,1463,User_64,User_80,963125,88a806e1b3c1ec7af9707adb4c85ccca798001cbf86e3427be611b69862b07cc,2027-03-21T05:15:28.828412,0,normal
c77ec460-995c-4f00-b9bd-e108d7859b69,1569,User_384,User_79,3342836,8a052f2dbf403a8b18435c5e84be00bb54fbd1be340b958ab0c26d32f72d4daa,2027-04-29T05:54:17.828412,0,normal
0c190f50-c9b1-4d75-a469-1db99f910ba6,2976,User_447,User_427,5332960,9b419f41e081ac1649ea04a2f91ed6306d0d78a6bb578fc36359bbee7d7fe899,2026-12-12T23:55:25.828412,0,normal
19878d0d-14d7-43cd-9c63-35f777bdfcdf,1815,User_62,User_70,2641061,3fc8b7c271d2e51bfd2ea499af85377de61ffa7e94f2112885e6b6123031918c,2026-11-05T09:27:19.828412,1,rapid_transfer
f068222f-c836-45a4-a43d-107072a04157,2743,User_107,User_226,1049800,5944473d94d8b08f60d5cf047f654d1603b68b67e087df22a0dc6daebfc20750,2027-01-28T19:47:11.828412,1,duplicate_document
41326e8f-1924-4b44-88b3-eaf888f5f2e0,2615,User_124,User_434,1640670,5f546443ccdf6df48d7dd7e2b1e75487efc6dc731279fae3660f184b29f80b4a,2027-06-03T05:43:07.828412,0,normal
11fa21dc-f9a5-45af-ae53-c7fa5e799c26,2147,User_130,User_255,2328230,b81c09904f91fd29ac83ba084214a64725923734454b2164cc4b8c65a536a66f,2026-10-03T16:48:17.828412,0,normal
16995477-8fb6-45f4-8cda-5145c6b0f5d4,2703,User_192,User_140,3013874,728e3012b973eea2c8059af55bdd998cd70e8e83ac2608e209610ef5f3802790,2027-02-12T17:23:04.828412,0,normal
d188c912-8087-446c-9577-e8e753bd3e6a,1910,User_435,User_24,3308344,b0da73363346cb70bb04af71f4c401359d3cf5f7a5a3c1f38be91ab2cb5dcc6a,2027-03-04T19:16:32.828412,0,normal
179d47a9-c4c6-4c0a-b6cd-495272c70489,1543,User_122,User_123,4261981,2b70ccccfd026c319c562b2a38ce188b3674e75a54bc83dae7f955ffcd8814e1,2027-07-06T09:18:11.828412,0,normal
52651562-7be5-452c-b1be-3974ba8463d9,1796,User_490,User_395,2725903,4a50d94212c4f4dd91edca83c2588992939f3b6301e25d769178dbc66aae00c6,2027-03-26T14:45:04.828412,0,normal
e15859da-d0ec-495c-bd71-f9111028033b,2613,User_426,User_190,3367165,df336434f026052a55345d1171c48e5fd9ab6a95aa6cad29e98029de966ddd41,2027-02-07T10:36:50.828412,0,normal
5736e3c2-1d4e-49bd-8b97-9b3117ce5438,1652,User_2,User_97,3675235,22428d8951e9c0de798b3f87713290cfd2fdeb77e1c76a25fe17946145d874ff,2026-09-10T16:19:55.828412,0,normal
aca08c26-ea2d-40c2-89e0-a85d82e337d9,1978,User_3,User_410,3670115,0a9c5441d9b0e7a23f2332a1cab8a39c6f5326a5ad4f6c12ac5ce2b1ae319c86,2027-08-13T12:25:42.828412,0,normal
618153f4-c422-4578-b85f-d217443fd94e,1348,User_222,User_127,1764650,8ad44bcb9963206e8867816e3fcb7769ffdc66064d4bc787ecb29ebdee7c5bc2,2026-12-06T01:20:39.828412,1,duplicate_land
8d8065e9-1ed8-4765-8804-f7b3eb5c2c18,1517,User_213,User_179,377013,37c621d3b2505085a7b501782c42e2c5d851fe391be3c7aa39ef1b77e5bb84ef,2027-05-24T12:43:21.828412,0,normal
8d721ac9-914a-4256-99b7-d67dc3a9a77a,1820,User_143,User_105,283214,8705666a327c0a2fb50ed403dea195a14b287cbb549fd85e178dd19a625e9fbe,2026-12-16T06:56:34.828412,1,abnormal_price
580748d3-8ebc-4723-bbff-62ce0817461f,2983,User_285,User_321,2104428,8437dec52272f0071f21b286ddb1084ff620b01f292adad08936053d85338508,2027-07-06T05:29:01.828412,0,normal
